airline,src,dest,codeshare,stops,equipment
2O,ADQ,KKB,,0,BNI
3E,BRL,ORD,,0,CNC
3E,BRL,STL,,0,CNC
3E,DEC,ORD,,0,CNC
3E,DEC,STL,,0,CNC
3E,JBR,STL,,0,CNC
3E,ORD,BRL,,0,CNC
3E,ORD,DEC,,0,CNC
3E,STL,BRL,,0,CNC
3E,STL,DEC,,0,CNC
3E,STL,JBR,,0,CNC
3F,CGA,HYL,,0,DHP
3F,CGA,KTN,,0,DHP
3F,HYL,CGA,,0,DHP
3F,HYL,KTB,,0,DHP
3F,HYL,KTN,,0,DHP
3F,KTB,HYL,,0,DHP
3F,KTB,KTN,,0,DHP
3F,KTN,CGA,,0,DHP
3F,KTN,HYL,,0,DHP
3F,KTN,KTB,,0,DHP
3F,KTN,MTM,,0,DHP
3F,MTM,KTN,,0,DHP
3M,ATL,LWB,,0,SF3
3M,ATL,MCN,,0,SF3
3M,ATL,MEI,,0,SF3
3M,ATL,MSL,,0,SF3
3M,ATL,PIB,,0,SF3
3M,ATL,TUP,,0,SF3
3M,EYW,FLL,,0,SF3
3M,EYW,RSW,,0,SF3
3M,EYW,TPA,,0,SF3
3M,FLL,EYW,,0,SF3
3M,FLL,MCO,,0,SF3
3M,FLL,TPA,,0,SF3
3M,GLH,TUP,,0,SF3
3M,GNV,MCO,,0,SF3
3M,GNV,TPA,,0,SF3
3M,JAX,TPA,,0,SF3
3M,LWB,ATL,,0,SF3
3M,MCN,ATL,,0,SF3
3M,MCN,MCO,,0,SF3
3M,MCO,FLL,,0,SF3
3M,MCO,GNV,,0,SF3
3M,MCO,MCN,,0,SF3
3M,MCO,PNS,,0,SF3
3M,MCO,RSW,,0,SF3
3M,MCO,TLH,,0,SF3
3M,MEI,ATL,,0,SF3
3M,MSL,ATL,,0,SF3
3M,PBI,TPA,,0,SF3
3M,PIB,ATL,,0,SF3 
3M,PNS,MCO,,0,SF3
3M,PNS,TPA,,0,SF3
3M,RSW,EYW,,0,SF3
3M,RSW,MCO,,0,SF3
3M,TLH,MCO,,0,SF3
3M,TLH,TPA,,0,SF3
3M,TPA,EYW,,0,SF3
3M,TPA,FLL,,0,SF3
3M,TPA,GNV,,0,SF3
3M,TPA,JAX,,0,SF3
3M,TPA,PBI,,0,SF3
3M,TPA,PNS,,0,SF3
3M,TPA,TLH,,0,SF3
3M,TUP,ATL,,0,SF3 
3M,TUP,GLH,,0,SF3
4B,LAS,LAX,,0,PL2
4B,LAX,LAS,,0,PL2
4Y,AKI,TLT,,0,CNA
4Y,BET,EEK,,0,CNA
4Y,BET,GNU,,0,CNA
4Y,BET,KWT,,0,CNA
4Y,BET,MLL,,0,CNA
4Y,BET,WNA,,0,CNA
4Y,EEK,BET,,0,CNA
4Y,GNU,PTU,,0,CNA
4Y,PKA,BET,,0,CNA
4Y,PTU,BET,,0,CNA
4Y,TLT,BET,,0,CNA
4Y,WNA,PKA,,0,CNA
5J,DPL,DVO,,0,ATR
5J,DVO,DPL,,0,ATR
7H,ADQ,ANC,,0,DH8 BE1
7H,AKI,TLT,Y,0,CNA
7H,ANC,ADQ,,0,DH8 BE1
7H,ANC,ANI,,0,BE1 DH8
7H,ANC,BET,,0,DH8
7H,ANC,CDV,,0,BE1
7H,ANC,ENA,,0,BE1 DH8
7H,ANC,FAI,,0,DH8 BE1
7H,ANC,HOM,,0,BE1 DH8
7H,ANC,KSM,,0,DH8
7H,ANC,UNK,,0,DH8
7H,ANC,VDZ,,0,DH8 BE1
7H,ANI,ANC,,0,BE1 DH8
7H,ANI,CHU,Y,0,CNA
7H,ANI,KLG,Y,0,CNA CNC
7H,ANI,RSH,Y,0,CNA
7H,ANI,SHX,Y,0,CNC
7H,ANV,KGX,Y,0,CNC
7H,ATK,BRW,Y,0,CNC
7H,AUK,SXP,Y,0,CNA
7H,BET,ANC,,0,DH8
7H,BET,EEK,Y,0,CNA
7H,BET,HPB,Y,0,CNA
7H,BET,KLG,Y,0,CNA CNC
7H,BET,KWT,Y,0,CNA
7H,BET,MLL,Y,0,CNA
7H,BET,OOK,Y,0,CNA CNC
7H,BET,TLT,Y,0,CNA
7H,BET,VAK,Y,0,CNA
7H,BRW,ATK,Y,0,CNC
7H,BRW,PIZ,Y,0,CNC BE1
7H,BTI,FYU,Y,0,BE1
7H,BTI,SCC,Y,0,BE1
7H,CDV,ANC,,0,BE1
7H,ELI,KKA,Y,0,PAG
7H,ELI,OME,Y,0,PAG
7H,ENA,ANC,,0,BE1 DH8
7H,FAI,ANC,,0,DH8 BE1
7H,FAI,FYU,Y,0,BE1
7H,FAI,GAL,,0,BE1
7H,FAI,RBY,Y,0,CNC
7H,FAI,SCC,,0,DH8
7H,FYU,BTI,Y,0,BE1
7H,FYU,FAI,Y,0,BE1
7H,GAL,FAI,,0,BE1
7H,GAL,HSL,Y,0,CNC
7H,GAL,KAL,Y,0,CNC
7H,GAL,NUL,Y,0,CNC BE1
7H,GAL,RBY,Y,0,CNC
7H,GAM,OME,Y,0,BE1
7H,GAM,SVA,Y,0,BE1
7H,HOM,ANC,,0,BE1 DH8
7H,HPB,SCM,Y,0,CNA
7H,HPB,VAK,Y,0,CNA
7H,HSL,GAL,Y,0,CNC
7H,HSL,KYU,Y,0,CNC
7H,IAN,ORV,Y,0,CNC
7H,IAN,OTZ,Y,0,CNC
7H,KAL,GAL,Y,0,CNC BE1
7H,KAL,NUL,Y,0,CNC
7H,KGX,ANV,Y,0,CNC
7H,KGX,SHX,Y,0,CNC
7H,KKA,ELI,Y,0,PAG
7H,KKA,UNK,Y,0,CNC
7H,KLG,ANI,Y,0,CNA CNC
7H,KLG,BET,Y,0,CNA CNC
7H,KLG,RSH,Y,0,CNA
7H,KSM,ANC,,0,DH8
7H,KSM,MOU,Y,0,CNA
7H,KSM,SXP,Y,0,CNA
7H,KVL,OTZ,Y,0,CNC
7H,KWT,BET,Y,0,CNA
7H,KYU,GAL,Y,0,CNC
7H,MLL,RSH,Y,0,CNA
7H,MOU,KSM,Y,0,CNA
7H,MYU,BET,Y,0,CNA CNC
7H,NUL,GAL,Y,0,CNC
7H,NUL,KAL,Y,0,CNC BE1
7H,OBU,OTZ,Y,0,CNC
7H,OME,ELI,Y,0,PAG
7H,OME,GAM,Y,0,BE1
7H,OME,KTS,Y,0,PAG
7H,OME,SHH,Y,0,PAG CNT
7H,OME,SVA,Y,0,BE1
7H,OME,UNK,Y,0,CNC
7H,OME,WBB,Y,0,CNC
7H,OME,WMO,Y,0,PAG
7H,OOK,MYU,Y,0,CNC CNA
7H,ORV,IAN,Y,0,CNC
7H,ORV,OTZ,Y,0,CNC
7H,OTZ,IAN,Y,0,CNC
7H,OTZ,ORV,Y,0,CNC
7H,OTZ,PHO,Y,0,CNC
7H,OTZ,SHG,Y,0,CNC
7H,OTZ,WLK,Y,0,CNC
7H,OTZ,WTK,Y,0,CNC
7H,PHO,OTZ,Y,0,CNC
7H,PHO,PIZ,Y,0,BE1
7H,PIZ,BRW,Y,0,CNC BE1
7H,PIZ,PHO,Y,0,BE1
7H,RBY,FAI,Y,0,CNC
7H,RBY,GAL,Y,0,CNC
7H,RDV,SLQ,Y,0,CNA
7H,RSH,ANI,Y,0,CNA
7H,RSH,BET,Y,0,CNA
7H,RSH,KLG,Y,0,CNA
7H,SCC,BTI,Y,0,BE1
7H,SCC,FAI,,0,DH8
7H,SCM,BET,Y,0,CNA
7H,SHG,OBU,Y,0,CNC
7H,SHH,OME,Y,0,PAG
7H,SHX,ANI,Y,0,CNC
7H,SHX,KGX,Y,0,CNC
7H,SLQ,ANI,Y,0,CNA
7H,SLQ,SRV,Y,0,CNA
7H,SRV,ANI,Y,0,CNA
7H,SVA,GAM,Y,0,BE1
7H,SVA,OME,Y,0,BE1
7H,SXP,AUK,Y,0,CNA
7H,SXP,KSM,Y,0,CNA
7H,TLT,AKI,Y,0,CNA
7H,TLT,BET,Y,0,CNA
7H,UNK,ANC,,0,DH8
7H,VAK,HPB,Y,0,CNA
7H,VAK,SCM,Y,0,CNA
7H,VDZ,ANC,,0,DH8 BE1
7H,WBB,OME,Y,0,CNC
7H,WBB,UNK,Y,0,CNA
7H,WLK,OTZ,Y,0,CNC
7H,WMO,OME,Y,0,PAG
7H,WTK,KVL,Y,0,CNC
8D,ADQ,AKK,,0,CNA
8D,ADQ,ORI,,0,CNA
8D,AKK,ADQ,,0,CNA
8D,ORI,ADQ,,0,CNA
8E,ELI,KKA,,0,CNC
8E,ELI,OME,,0,CNC
8E,GAM,OME,,0,BE1
8E,GAM,SVA,,0,BE1
8E,IAN,ORV,,0,CNC
8E,IAN,OTZ,,0,CNC
8E,KKA,OME,,0,CNC
8E,KTS,OME,,0,CNC
8E,KVL,OTZ,,0,CNC
8E,KVL,PHO,,0,CNC
8E,OBU,OTZ,,0,CNC
8E,OME,ELI,,0,PA2
8E,OME,GAM,,0,BE1
8E,OME,KKA,,0,CNC
8E,OME,OTZ,,0,PA2
8E,OME,SHH,,0,BE1
8E,OME,SVA,,0,BE1
8E,OME,UNK,,0,PA2
8E,OME,WBB,,0,BE1
8E,OME,WMO,,0,CNC
8E,ORV,IAN,,0,CNC
8E,ORV,OTZ,,0,CNC
8E,OTZ,IAN,,0,CNC
8E,OTZ,KVL,,0,CNC
8E,OTZ,OME,,0,PA2
8E,OTZ,ORV,,0,CNC
8E,OTZ,PHO,,0,CNC
8E,OTZ,SHG,,0,CNC
8E,OTZ,WLK,,0,CNC
8E,OTZ,WTK,,0,CNC
8E,PHO,OTZ,,0,CNC
8E,SHG,OBU,,0,CNC
8E,SHH,OME,,0,BE1 CNC
8E,SVA,GAM,,0,BE1
8E,SVA,OME,,0,BE1
8E,UNK,OME,,0,BE1
8E,WBB,OME,,0,PA2
8E,WBB,UNK,,0,CNC
8E,WLK,OTZ,,0,CNC
8E,WMO,OME,,0,PA2
8E,WTK,KVL,,0,CNC
8E,WTK,OTZ,,0,CNC
8V,AKP,BTT,,0,CNC
8V,AKP,FAI,,0,PAG
8V,ARC,VEE,,0,CNC
8V,BTT,AKP,,0,CNC
8V,BTT,FAI,,0,CNC
8V,FAI,AKP,,0,PAG
8V,FAI,BTT,,0,CNC
8V,FAI,FYU,,0,CNC
8V,FAI,GAL,,0,CNC
8V,FAI,RBY,,0,CNC
8V,FAI,TAL,,0,CNC
8V,FYU,FAI,,0,CNC
8V,FYU,VEE,,0,CNC
8V,GAL,KAL,,0,CNC
8V,GAL,NUL,,0,CNC
8V,HSL,HUS,,0,CNC
8V,HSL,RBY,,0,CNC
8V,HSL,TAL,,0,CNC
8V,HUS,FAI,,0,CNC
8V,HUS,TAL,,0,CNC
8V,KAL,HSL,,0,CNC
8V,KYU,FAI,,0,CNC
8V,NUL,KYU,,0,CNC
8V,RBY,FAI,,0,CNC
8V,RBY,TAL,,0,CNC
8V,TAL,FAI,,0,CNC
8V,TAL,HSL,,0,CNC
8V,TAL,RBY,,0,CNC
8V,VEE,ARC,,0,CNC
8V,VEE,FYU,,0,CNC
9E,ATL,AZO,,0,CRJ
9E,ATL,CHA,,0,CRJ
9E,ATL,CID,,0,CRJ
9E,ATL,CRW,,0,CRJ
9E,ATL,CVG,,0,CR9 
9E,ATL,EVV,,0,CRJ
9E,ATL,FWA,,0,CRJ
9E,ATL,GSO,,0,CR9
9E,ATL,GSP,,0,CRJ
9E,ATL,LAN,,0,CRJ
9E,ATL,LEX,,0,CRJ
9E,ATL,MBS,,0,CRJ
9E,ATL,MSP,,0,
9E,ATL,ROA,,0,CRJ
9E,ATL,SYR,,0,CR9
9E,ATL,TYS,,0,CRJ CR9
9E,ATL,XNA,,0,CRJ
9E,AZO,ATL,,0,CRJ
9E,CHA,ATL,,0,CRJ
9E,CRW,ATL,,0,CRJ
9E,CVG,ATL,,0,CR9 
9E,DTW,MSY,,0,CR9
9E,EVV,ATL,,0,CRJ
9E,FWA,ATL,,0,CRJ
9E,GFK,TVF,,0,
9E,GSO,ATL,,0,CR9
9E,GSP,ATL,,0,CRJ
9E,JFK,MSY,,0,CR9
9E,LAN,ATL,,0,CRJ
9E,LEX,ATL,,0,CRJ
9E,LGA,MSY,,0,CR9
9E,MBS,ATL,,0,CRJ
9E,MDT,ATL,,0,CRJ
9E,MEM,MSY,,0,CRJ
9E,MSP,ATL,,0,
9E,MSP,MSY,,0,CR9
9E,MSY,DTW,,0,CR9
9E,MSY,JFK,,0,CR9
9E,MSY,LGA,,0,CR9
9E,MSY,MEM,,0,CRJ
9E,MSY,MSP,,0,CR9
9E,ROA,ATL,,0,CRJ
9E,SYR,ATL,,0,CR9
9E,TVF,GFK,,0,
9E,TYS,ATL,,0,CRJ CR9 
9E,XNA,ATL,,0,CRJ
9K,ACK,BOS,,0,CNA
9K,ACK,EWB,,0,CNA
9K,ACK,HYA,Y,0,CNA
9K,ACK,MVY,,0,CNA
9K,ALB,BOS,,0,CNA
9K,ALB,MSS,,0,CNA
9K,ALB,OGS,,0,CNA
9K,AUG,BOS,,0,CNA
9K,AXA,SJU,,0,CNA
9K,BHB,BOS,,0,CNA
9K,BIL,GDV,,0,CNA
9K,BIL,GGW,,0,CNA
9K,BIL,HVR,,0,CNA
9K,BIL,OLF,,0,CNA
9K,BIL,SDY,,0,CNA
9K,BOS,ACK,,0,CNA
9K,BOS,ALB,,0,CNA
9K,BOS,AUG,,0,CNA
9K,BOS,BHB,,0,CNA
9K,BOS,HYA,,0,CNA
9K,BOS,LEB,,0,CNA
9K,BOS,MVY,,0,CNA
9K,BOS,PVC,,0,CNA
9K,BOS,RKD,,0,CNA
9K,BOS,RUT,,0,CNA
9K,BOS,SLK,,0,CNA
9K,CGI,STL,,0,CNA
9K,CPX,SJU,,0,BNI
9K,EWB,ACK,,0,CNA
9K,EWB,HPN,,0,CNA
9K,EWB,MVY,,0,CNA
9K,GDV,BIL,,0,CNA
9K,GGW,BIL,,0,CNA
9K,HPN,HYA,,0,CNA
9K,HPN,LEB,,0,CNA
9K,HPN,MVY,,0,CNA
9K,HVR,BIL,,0,CNA
9K,HYA,ACK,Y,0,CNA
9K,HYA,BOS,,0,CNA
9K,IRK,STL,,0,CNA
9K,LEB,BOS,,0,CNA
9K,LEB,HPN,,0,CNA
9K,MAZ,SJU,,0,CNA
9K,MSS,ALB,,0,CNA
9K,MVY,ACK,,0,CNA
9K,MVY,BOS,,0,CNA
9K,MVY,EWB,,0,CNA
9K,MVY,HPN,,0,CNA
9K,MWA,STL,,0,CNA
9K,OGS,ALB,,0,CNA
9K,OLF,BIL,,0,CNA
9K,OWB,STL,,0,CNA
9K,PVC,BOS,,0,CNA
9K,RKD,BOS,,0,CNA
9K,RUT,BOS,,0,CNA
9K,SDY,BIL,,0,CNA
9K,SJU,AXA,,0,CNA
9K,SJU,CPX,,0,BNI
9K,SJU,MAZ,,0,CNA
9K,SJU,STT,,0,CNA
9K,SJU,STX,,0,CNA
9K,SJU,VQS,,0,CNA
9K,SLK,BOS,,0,CNA
9K,STL,CGI,,0,CNA
9K,STL,IRK,,0,CNA
9K,STL,MWA,,0,CNA
9K,STL,OWB,,0,CNA
9K,STL,TBN,,0,CNA
9K,STL,UIN,,0,CNA
9K,STT,SJU,,0,CNA
9K,STT,STX,,0,CNA
9K,STX,SJU,,0,CNA
9K,STX,STT,,0,CNA
9K,STX,VQS,,0,CNA
9K,TBN,STL,,0,CNA
9K,UIN,STL,,0,CNA
9K,VQS,SJU,,0,CNA
9K,VQS,STX,,0,CNA
AA,ABE,CLT,Y,0,CR9 CR7 CRJ
AA,ABE,PHL,,0,DH3
AA,ABI,DFW,Y,0,ERD ER4 CRJ
AA,ABQ,DFW,,0,M83 M80
AA,ABQ,LAX,Y,0,CR7 CRJ
AA,ABQ,ORD,Y,0,E75
AA,ABQ,PHX,Y,0,CRJ CR9
AA,ACT,DFW,Y,0,ER4 ERD
AA,AEX,DFW,Y,0,ER4 CRJ ERD
AA,AGS,CLT,,0,DH8 CRJ
AA,AGS,DCA,Y,0,CRJ
AA,ALB,CLT,,0,319
AA,ALB,DCA,Y,0,E75 CRJ E70
AA,ALB,PHL,,0,DH3
AA,ALO,ORD,Y,0,ERD
AA,AMA,DFW,Y,0,ER4 CRJ ERD
AA,ANC,LAX,Y,0,737
AA,ANC,PHX,,0,319 320
AA,ART,ORD,Y,0,ERD
AA,ART,PHL,Y,0,CRJ
AA,ATL,CLT,Y,0,319 320 CR9 321
AA,ATL,DFW,,0,M80 319 M83
AA,ATL,MIA,,0,738
AA,ATL,ORD,Y,0,CR7 E75
AA,ATL,PHL,Y,0,E75 E90 319 CRJ E70
AA,ATL,PHX,Y,0,320 321
AA,AUH,IAD,Y,0,340
AA,AUH,JFK,Y,0,777
AA,AUH,ORD,Y,0,777
AA,AUS,CLT,Y,0,CR9
AA,AUS,DFW,,0,M80 738 M83
AA,AUS,JFK,,0,738
AA,AUS,LAX,,0,738 M83
AA,AUS,MSY,,0,
AA,AUS,ORD,,0,M83 M80
AA,AUS,PHL,,0,319 E90
AA,AUS,PHX,,0,319
AA,AVL,CLT,,0,DH8 DH3
AA,AVP,CLT,,0,CRJ
AA,AVP,PHL,,0,DH3
AA,AZO,ORD,Y,0,ER4 ERD
AA,BDL,CLT,,0,320 321 319
AA,BDL,DCA,Y,0,E75 CRJ E70
AA,BDL,DFW,,0,738
AA,BDL,LAX,,0,738
AA,BDL,MIA,,0,738
AA,BDL,ORD,Y,0,E75 ER4
AA,BDL,PHL,,0,319 DH3 E90
AA,BDL,PIT,Y,0,ER4
AA,BFL,PHX,Y,0,CRJ CR9
AA,BGM,PHL,,0,DH3
AA,BGR,DCA,Y,0,CRJ E70
AA,BGR,PHL,Y,0,E75 CRJ
AA,BHM,CLT,,0,CRJ CR7
AA,BHM,DCA,,0,CRJ
AA,BHM,DFW,,0,M80 M83
AA,BHM,MIA,Y,0,ER4
AA,BHM,PHL,,0,CRJ
AA,BMI,DFW,Y,0,ER4
AA,BMI,ORD,Y,0,ER4 ERD
AA,BNA,CLT,,0,319 CR7
AA,BNA,DCA,,0,CRJ
AA,BNA,DFW,,0,M80 738 M83
AA,BNA,JFK,Y,0,ER4
AA,BNA,LAX,,0,738
AA,BNA,LGA,Y,0,CR7
AA,BNA,MIA,,0,738
AA,BNA,ORD,Y,0,ERD ER4 CR7 E75
AA,BNA,PHL,,0,CRJ
AA,BOI,PHX,,0,319
AA,BOS,BUF,Y,0,CRJ
AA,BOS,CLT,,0,319 321 320 E90
AA,BOS,DCA,,0,319 E90
AA,BOS,DFW,,0,738 757
AA,BOS,JFK,,0,738
AA,BOS,LAX,,0,738 757
AA,BOS,LGA,,0,E90 319
AA,BOS,MDT,,0,DH3
AA,BOS,MIA,,0,757 738
AA,BOS,ORD,,0,738
AA,BOS,PDX,Y,0,737
AA,BOS,PHL,,0,E90 319 321 320
AA,BOS,PHX,,0,320 319 321
AA,BOS,PIT,Y,0,E70 CRJ
AA,BOS,RIC,Y,0,CRJ
AA,BOS,ROC,Y,0,CRJ
AA,BOS,SAN,Y,0,737
AA,BOS,SEA,Y,0,737
AA,BOS,SYR,,0,DH3
AA,BPT,DFW,Y,0,CRJ ERD ER4
AA,BRO,DFW,Y,0,CRJ ER4
AA,BTR,CLT,,0,CRJ
AA,BTR,DFW,Y,0,CRJ ERD ER4
AA,BTV,DCA,,0,CRJ
AA,BTV,PHL,,0,E90
AA,BUF,BOS,Y,0,CRJ
AA,BUF,CLT,,0,320 319 737
AA,BUF,DCA,Y,0,E70 CRJ E75
AA,BUF,ORD,Y,0,CR7 ER4 E75
AA,BUF,PHL,,0,DH3
AA,BUR,PDX,Y,0,CR7
AA,BUR,PHX,Y,0,CR9 CRJ
AA,BUR,SEA,Y,0,737
AA,BWI,CLT,,0,E90 321 757 319 737 320
AA,BWI,DFW,,0,M83 M80
AA,BWI,JFK,Y,0,ER4
AA,BWI,MIA,,0,738
AA,BWI,ORD,Y,0,E75 ER4 CR7
AA,BWI,PHL,,0,319 DH3 E90
AA,BWI,PHX,,0,319 320
AA,CAE,CLT,,0,DH8
AA,CAE,DCA,,0,CRJ
AA,CAE,DFW,Y,0,ER4
AA,CAE,PHL,Y,0,CRJ
AA,CAK,CLT,,0,CR7 CRJ
AA,CAK,DCA,Y,0,CRJ
AA,CAK,PHL,,0,CRJ
AA,CHA,CLT,,0,CRJ DH8
AA,CHA,DCA,Y,0,CRJ
AA,CHA,DFW,Y,0,ER4 ERD
AA,CHA,ORD,Y,0,ER4 ERD
AA,CHO,CLT,,0,DH8 CRJ DH3
AA,CHO,LGA,Y,0,ERD
AA,CHO,ORD,Y,0,CRJ
AA,CHO,PHL,,0,DH3
AA,CHS,CLT,,0,319 CR7 DH8
AA,CHS,DCA,Y,0,E70 CRJ E75
AA,CHS,DFW,Y,0,ER4 ERD
AA,CHS,MIA,Y,0,ER4
AA,CHS,PHL,,0,CRJ
AA,CID,DFW,Y,0,ER4 CRJ
AA,CID,ORD,Y,0,ER4
AA,CLE,CLT,,0,319
AA,CLE,DFW,,0,319
AA,CLE,JFK,Y,0,ER4
AA,CLE,MIA,Y,0,ER4
AA,CLE,ORD,Y,0,CR7 ER4 ERD
AA,CLE,PHL,Y,0,E75 CRJ E70 CR9
AA,CLL,DFW,Y,0,ER4 ERD CRJ
AA,CLT,ABE,Y,0,CR7 CRJ CR9
AA,CLT,AGS,,0,DH8
AA,CLT,ALB,,0,319
AA,CLT,ATL,Y,0,320 CR9 321 319
AA,CLT,AUS,,0,CR9
AA,CLT,AVL,,0,DH8 DH3
AA,CLT,AVP,Y,0,CRJ CR9
AA,CLT,BDL,,0,319 321 320
AA,CLT,BHM,,0,CRJ
AA,CLT,BNA,,0,319 CR7
AA,CLT,BOS,,0,321 319 320
AA,CLT,BTR,,0,CRJ
AA,CLT,BUF,,0,319 320 737
AA,CLT,BWI,,0,319 737 321 757 320 E90
AA,CLT,CAE,,0,DH8
AA,CLT,CAK,,0,CRJ CR7
AA,CLT,CHA,,0,DH8 CRJ
AA,CLT,CHO,,0,DH3 DH8
AA,CLT,CHS,,0,DH8 319 CR7
AA,CLT,CLE,,0,319
AA,CLT,CMH,Y,0,CR9 E75 CR7 CRJ E70
AA,CLT,CRW,,0,DH3 DH8
AA,CLT,CVG,,0,CRJ CR9
AA,CLT,DAB,,0,CR7
AA,CLT,DAY,,0,CRJ
AA,CLT,DCA,,0,319 320 CRJ E90
AA,CLT,DEN,,0,321 320
AA,CLT,DFW,,0,M80 321 319 M83 320 737 757
AA,CLT,DSM,Y,0,CR9
AA,CLT,DTW,,0,319 321 320
AA,CLT,EWN,,0,DH8 CRJ DH3
AA,CLT,EWR,,0,321 320 737 319
AA,CLT,FAY,,0,DH8
AA,CLT,FLL,,0,320 737 321 319
AA,CLT,FLO,,0,DH3 DH8
AA,CLT,GCM,,0,320 321 319
AA,CLT,GNV,Y,0,CRJ
AA,CLT,GPT,Y,0,CR7 CRJ
AA,CLT,GSO,,0,DH8 CR9
AA,CLT,GSP,,0,DH3 DH8
AA,CLT,HHH,,0,DH3
AA,CLT,HPN,Y,0,CRJ
AA,CLT,HSV,,0,CR7
AA,CLT,HTS,,0,DH8 DH3
AA,CLT,IAD,,0,CR7
AA,CLT,IAH,,0,737 319 321 320
AA,CLT,ILM,,0,319
AA,CLT,IND,,0,319
AA,CLT,JAN,Y,0,CRJ CR7
AA,CLT,JAX,,0,319 737
AA,CLT,JFK,,0,321 319
AA,CLT,LAS,,0,321
AA,CLT,LAX,,0,321
AA,CLT,LEX,,0,CR7
AA,CLT,LGA,,0,321 320 319
AA,CLT,LIT,Y,0,CR9 CRJ
AA,CLT,LYH,,0,DH8
AA,CLT,MCI,,0,319
AA,CLT,MCO,,0,321 767 757 319
AA,CLT,MDT,,0,CR7 319
AA,CLT,MEM,,0,319
AA,CLT,MGM,Y,0,CRJ
AA,CLT,MHT,Y,0,CR9
AA,CLT,MIA,,0,320 321 319 737
AA,CLT,MKE,Y,0,CR7 CRJ CR9
AA,CLT,MLB,,0,CRJ
AA,CLT,MOB,,0,CRJ
AA,CLT,MSP,,0,319 321 320
AA,CLT,MSY,Y,0,319 320 E75 CR9
AA,CLT,MYR,,0,DH8
AA,CLT,OAJ,,0,DH8 CR7 CRJ
AA,CLT,OMA,Y,0,CR9
AA,CLT,ORD,,0,321 320 CR9 E90
AA,CLT,ORF,,0,319
AA,CLT,PBI,,0,320 319 737
AA,CLT,PDX,,0,320
AA,CLT,PGV,,0,DH8
AA,CLT,PHF,,0,CR7
AA,CLT,PHL,,0,767 E90 319 320 332 757 321 737
AA,CLT,PHX,,0,757 321
AA,CLT,PIT,,0,319 737 320 321
AA,CLT,PNS,Y,0,CR9
AA,CLT,PVD,,0,321 320 319
AA,CLT,PWM,,0,319
AA,CLT,RDU,,0,320 737 319 321 E90
AA,CLT,RIC,,0,319 CR7
AA,CLT,ROA,,0,DH8 DH3
AA,CLT,ROC,,0,319
AA,CLT,RSW,,0,320 321 319 737
AA,CLT,SAN,,0,320 321
AA,CLT,SAT,,0,319
AA,CLT,SAV,,0,CR9
AA,CLT,SBY,,0,DH8
AA,CLT,SDF,,0,CR7 CR9 CRJ
AA,CLT,SEA,,0,320 321 319
AA,CLT,SFO,,0,321
AA,CLT,SJU,,0,321
AA,CLT,SLC,,0,320
AA,CLT,SMF,,0,321
AA,CLT,SRQ,Y,0,CR9 E75
AA,CLT,STL,,0,319
AA,CLT,STT,,0,757 767
AA,CLT,SYR,,0,CR9 319 320
AA,CLT,TLH,Y,0,CRJ CR7
AA,CLT,TPA,,0,320 321 319 737
AA,CLT,TRI,,0,DH8 DH3
AA,CLT,TYS,,0,CR7
AA,CLT,VPS,,0,CRJ
AA,CLT,XNA,,0,CR7
AA,CMH,CLT,,0,CR9
AA,CMH,DCA,Y,0,CRJ E75 E70
AA,CMH,DFW,,0,M83 M80
AA,CMH,JFK,Y,0,CR7 ER4
AA,CMH,LAX,,0,738
AA,CMH,LGA,Y,0,CR7 ERD
AA,CMH,MIA,Y,0,ER4
AA,CMH,ORD,Y,0,ER4 CR7 ERD
AA,CMH,PHL,Y,0,E70 CRJ E75
AA,CMH,PHX,,0,319 320
AA,CMI,DFW,Y,0,ER4
AA,CMI,ORD,Y,0,ER4 ERD
AA,COS,DFW,,0,M80 M83
AA,COU,DFW,Y,0,ER4 ERD
AA,COU,ORD,Y,0,ER4 ERD
AA,CRP,DFW,,0,319
AA,CVG,CLT,,0,CRJ
AA,CVG,DCA,Y,0,CRJ
AA,CVG,DFW,Y,0,ER4 ERD
AA,CVG,JFK,Y,0,ER4
AA,CVG,MIA,Y,0,ER4
AA,CVG,ORD,Y,0,ER4
AA,CVG,PHL,Y,0,E70 CRJ E75
AA,CWA,ORD,Y,0,ER4 ERD
AA,DAB,CLT,,0,CR7
AA,DAY,CLT,,0,CRJ
AA,DAY,DCA,Y,0,CRJ
AA,DAY,DFW,,0,M83 319 M80
AA,DAY,LGA,Y,0,ERD
AA,DAY,ORD,Y,0,ER4
AA,DAY,PHL,Y,0,CRJ
AA,DBQ,ORD,Y,0,ER4 ERD
AA,DCA,AGS,Y,0,CRJ
AA,DCA,ALB,Y,0,E70 CRJ E75
AA,DCA,BDL,Y,0,CRJ E75 E70
AA,DCA,BGR,Y,0,CRJ E70
AA,DCA,BHM,Y,0,CRJ
AA,DCA,BNA,Y,0,ERD CRJ E70
AA,DCA,BOS,,0,319 E90
AA,DCA,BTV,,0,CRJ
AA,DCA,BUF,Y,0,CRJ E75 E70
AA,DCA,CAE,Y,0,CRJ
AA,DCA,CAK,Y,0,CRJ
AA,DCA,CHA,Y,0,CRJ
AA,DCA,CHS,Y,0,E70 CRJ E75
AA,DCA,CLT,,0,319 320
AA,DCA,CMH,Y,0,CRJ E75 E70
AA,DCA,CRW,Y,0,DH3
AA,DCA,CVG,Y,0,CRJ
